1970-01-01 04:20:00,User-2,Move to Workplace
1970-01-01 04:24:00,User-4,Move to Workplace
1970-01-01 04:25:00,User-1,Take coffee
1970-01-01 04:25:00,User-1,Increased heart rate
1970-01-01 04:36:00,User-3,Move to Workplace
1970-01-01 04:38:00,User-5,Move to Workplace
1970-01-01 04:51:00,User-2,Move to Coffee Area
1970-01-01 04:54:00,User-4,Move to Workplace
1970-01-01 04:59:00,User-2,Take coffee
1970-01-01 04:59:00,User-2,Increased heart rate
1970-01-01 04:59:00,User-5,Move to Meeting Room
1970-01-01 05:02:00,User-1,Move to Workplace
1970-01-01 05:08:00,User-3,Move to Coffee Area
1970-01-01 05:24:00,User-3,Move to Workplace
1970-01-01 05:25:00,User-2,Move to Meeting Room
1970-01-01 05:25:00,User-5,Move to Workplace
1970-01-01 05:26:00,User-5,Take coffee
1970-01-01 05:26:00,User-5,Increased heart rate
1970-01-01 05:34:00,User-4,Move to Coffee Area
1970-01-01 05:34:00,User-1,Move to Workplace
1970-01-01 05:43:00,User-3,Move to Coffee Area
1970-01-01 05:50:00,User-2,Move to Meeting Room
1970-01-01 05:59:00,User-3,Move to Coffee Area
1970-01-01 06:01:00,User-5,Move to Meeting Room
1970-01-01 06:06:00,User-1,Move to Coffee Area
1970-01-01 06:12:00,User-4,Move to Workplace
1970-01-01 06:12:00,User-2,Move to Workplace
1970-01-01 06:13:00,User-5,Take coffee
1970-01-01 06:13:00,User-5,Increased heart rate
1970-01-01 06:32:00,User-5,Move to Coffee Area
1970-01-01 06:34:00,User-1,Move to Coffee Area
1970-01-01 06:34:00,User-2,Move to Meeting Room
1970-01-01 06:39:00,User-4,Move to Workplace
1970-01-01 06:43:00,User-3,Move to Coffee Area
1970-01-01 06:49:00,User-2,Take coffee
1970-01-01 06:49:00,User-2,Increased heart rate
1970-01-01 06:53:00,User-1,Move to Workplace
1970-01-01 06:54:00,User-5,Move to Workplace
1970-01-01 06:59:00,User-4,Take coffee
1970-01-01 06:59:00,User-4,Increased heart rate
1970-01-01 07:04:00,User-3,Move to Meeting Room
1970-01-01 07:13:00,User-1,Move to Workplace
1970-01-01 07:15:00,User-4,Move to Coffee Area
1970-01-01 07:19:00,User-2,Move to Meeting Room
1970-01-01 07:21:00,User-3,Move to Workplace
1970-01-01 07:30:00,User-4,Move to Coffee Area
1970-01-01 07:38:00,User-5,Move to Coffee Area
1970-01-01 07:48:00,User-3,Move to Workplace
1970-01-01 07:54:00,User-2,Move to Coffee Area
1970-01-01 07:56:00,User-1,Move to Workplace
1970-01-01 08:09:00,User-5,Move to Meeting Room
1970-01-01 08:13:00,User-4,Move to Workplace
1970-01-01 08:13:00,User-1,Move to Meeting Room
1970-01-01 08:30:00,User-3,Take coffee
1970-01-01 08:30:00,User-3,Increased heart rate
1970-01-01 08:30:00,User-3,Move to Workplace
1970-01-01 08:36:00,User-2,Move to Workplace
1970-01-01 08:36:00,User-4,Move to Workplace
1970-01-01 08:47:00,User-3,Move to Workplace
1970-01-01 08:50:00,User-5,Move to Meeting Room
1970-01-01 08:52:00,User-4,Move to Workplace
1970-01-01 08:54:00,User-1,Move to Coffee Area
1970-01-01 09:02:00,User-2,Move to Meeting Room
1970-01-01 09:07:00,User-4,Move to Coffee Area
1970-01-01 09:08:00,User-3,Move to Workplace
1970-01-01 09:10:00,User-5,Move to Meeting Room
1970-01-01 09:15:00,User-1,Move to Coffee Area
1970-01-01 09:35:00,User-3,Move to Meeting Room
1970-01-01 09:37:00,User-1,Move to Meeting Room
1970-01-01 09:45:00,User-4,Move to Coffee Area
1970-01-01 09:47:00,User-2,Move to Meeting Room
1970-01-01 09:48:00,User-5,Move to Coffee Area
1970-01-01 09:59:00,User-1,Move to Meeting Room
1970-01-01 10:03:00,User-3,Move to Coffee Area
1970-01-01 10:05:00,User-2,Move to Coffee Area
1970-01-01 10:15:00,User-1,Move to Coffee Area
1970-01-01 10:23:00,User-4,Move to Coffee Area
1970-01-01 10:31:00,User-5,Move to Workplace
1970-01-01 10:33:00,User-2,Move to Workplace
1970-01-01 10:37:00,User-3,Move to Meeting Room
1970-01-01 10:40:00,User-3,Take coffee
1970-01-01 10:40:00,User-3,Increased heart rate
1970-01-01 10:46:00,User-1,Move to Coffee Area
1970-01-01 10:53:00,User-3,Move to Meeting Room
1970-01-01 10:58:00,User-4,Move to Workplace
1970-01-01 11:15:00,User-5,Move to Workplace
1970-01-01 11:16:00,User-4,Move to Workplace
1970-01-01 11:18:00,User-2,Move to Meeting Room
1970-01-01 11:18:00,User-1,Move to Meeting Room
1970-01-01 11:21:00,User-3,Move to Workplace
1970-01-01 11:32:00,User-5,Move to Coffee Area
1970-01-01 11:32:00,User-4,Move to Workplace
1970-01-01 11:37:00,User-3,Take coffee
1970-01-01 11:37:00,User-3,Increased heart rate
1970-01-01 11:38:00,User-2,Move to Coffee Area
1970-01-01 11:38:00,User-3,Move to Coffee Area
1970-01-01 11:55:00,User-2,Move to Coffee Area
1970-01-01 12:00:00,User-1,Move to Coffee Area
1970-01-01 12:01:00,User-5,Move to Workplace
1970-01-01 12:03:00,User-4,Move to Coffee Area
1970-01-01 12:12:00,User-3,Move to Workplace
1970-01-01 12:25:00,User-4,Move to Coffee Area
1970-01-01 12:29:00,User-2,Move to Meeting Room
1970-01-01 12:29:00,User-1,Move to Workplace
1970-01-01 12:32:00,User-3,Move to Meeting Room
1970-01-01 12:38:00,User-5,Move to Coffee Area
1970-01-01 12:43:00,User-4,Take coffee
1970-01-01 12:43:00,User-4,Increased heart rate
1970-01-01 12:47:00,User-1,Move to Workplace
1970-01-01 12:52:00,User-3,Move to Meeting Room
1970-01-01 12:54:00,User-4,Move to Coffee Area
1970-01-01 12:56:00,User-5,Move to Coffee Area
1970-01-01 13:10:00,User-2,Move to Meeting Room
1970-01-01 13:11:00,User-3,Move to Coffee Area
1970-01-01 13:16:00,User-1,Move to Workplace
1970-01-01 13:21:00,User-5,Move to Coffee Area
1970-01-01 13:26:00,User-2,Take coffee
1970-01-01 13:26:00,User-2,Increased heart rate
1970-01-01 13:34:00,User-3,Move to Coffee Area
1970-01-01 13:35:00,User-1,Move to Coffee Area
1970-01-01 13:36:00,User-4,Move to Meeting Room
1970-01-01 13:38:00,User-2,Move to Coffee Area
1970-01-01 13:53:00,User-5,Move to Coffee Area
1970-01-01 13:56:00,User-2,Move to Coffee Area
1970-01-01 13:57:00,User-1,Move to Workplace
1970-01-01 14:02:00,User-4,Move to Coffee Area
1970-01-01 14:12:00,User-3,Move to Workplace
1970-01-01 14:15:00,User-3,Take coffee
1970-01-01 14:15:00,User-3,Increased heart rate
1970-01-01 14:26:00,User-4,Move to Coffee Area
1970-01-01 14:30:00,User-2,Move to Meeting Room
1970-01-01 14:35:00,User-1,Move to Meeting Room
1970-01-01 14:38:00,User-5,Move to Meeting Room
1970-01-01 14:44:00,User-4,Move to Meeting Room
1970-01-01 14:46:00,User-3,Move to Workplace
1970-01-01 14:55:00,User-5,Move to Workplace
1970-01-01 15:00:00,User-1,Strong advice: Drink water now!
1970-01-01 15:00:00,User-1,Take water
1970-01-01 15:00:00,User-2,Strong advice: Drink water now!
1970-01-01 15:00:00,User-2,Take water
1970-01-01 15:00:00,User-3,Strong advice: Drink water now!
1970-01-01 15:00:00,User-3,Take water
1970-01-01 15:00:00,User-4,Strong advice: Drink water now!
1970-01-01 15:00:00,User-5,Strong advice: Drink water now!
1970-01-01 15:03:00,User-2,Move to Coffee Area
1970-01-01 15:14:00,User-1,Move to Workplace
1970-01-01 15:16:00,User-3,Move to Workplace
1970-01-01 15:26:00,User-4,Move to Meeting Room
1970-01-01 15:36:00,User-2,Move to Workplace
1970-01-01 15:40:00,User-5,Move to Meeting Room
1970-01-01 15:48:00,User-4,Take coffee
1970-01-01 15:48:00,User-4,Increased heart rate
1970-01-01 15:52:00,User-3,Move to Coffee Area
1970-01-01 15:58:00,User-1,Move to Workplace
1970-01-01 15:58:00,User-4,Move to Meeting Room
1970-01-01 16:00:00,User-1,Strong advice: Drink water now!
1970-01-01 16:00:00,User-1,Take coffee
1970-01-01 16:00:00,User-1,Increased heart rate
1970-01-01 16:00:00,User-2,Strong advice: Drink water now!
1970-01-01 16:00:00,User-3,Strong advice: Drink water now!
1970-01-01 16:00:00,User-4,Strong advice: Drink water now!
1970-01-01 16:00:00,User-4,Take water
1970-01-01 16:00:00,User-5,Strong advice: Drink water now!
1970-01-01 16:00:00,User-5,Take water
1970-01-01 16:03:00,User-2,Move to Workplace
1970-01-01 16:11:00,User-3,Move to Coffee Area
1970-01-01 16:17:00,User-1,Move to Workplace
1970-01-01 16:18:00,User-3,Take coffee
1970-01-01 16:18:00,User-3,Increased heart rate
1970-01-01 16:21:00,User-5,Move to Meeting Room
1970-01-01 16:23:00,User-4,Move to Workplace
1970-01-01 16:24:00,User-2,Move to Workplace
1970-01-01 16:43:00,User-4,Move to Workplace
1970-01-01 16:43:00,User-2,Move to Workplace
1970-01-01 16:45:00,User-1,Move to Workplace
1970-01-01 16:47:00,User-3,Move to Workplace
1970-01-01 16:49:00,User-5,Move to Coffee Area
1970-01-01 16:59:00,User-4,Move to Meeting Room
1970-01-01 16:59:00,User-2,Move to Workplace
1970-01-01 17:00:00,User-1,Strong advice: Drink water now!
1970-01-01 17:00:00,User-2,Strong advice: Drink water now!
1970-01-01 17:00:00,User-2,Take water
1970-01-01 17:00:00,User-3,Strong advice: Drink water now!
1970-01-01 17:00:00,User-3,Take water
1970-01-01 17:00:00,User-4,Strong advice: Drink water now!
1970-01-01 17:00:00,User-4,Take water
1970-01-01 17:00:00,User-5,Strong advice: Drink water now!
1970-01-01 17:07:00,User-1,Move to Workplace
1970-01-01 17:13:00,User-5,Move to Meeting Room
1970-01-01 17:22:00,User-2,Move to Coffee Area
1970-01-01 17:28:00,User-3,Move to Workplace
1970-01-01 17:28:00,User-5,Move to Workplace
1970-01-01 17:29:00,User-4,Move to Meeting Room
1970-01-01 17:31:00,User-1,Move to Workplace
1970-01-01 17:40:00,User-3,Take coffee
1970-01-01 17:40:00,User-3,Increased heart rate
1970-01-01 17:45:00,User-4,Move to Coffee Area
1970-01-01 17:53:00,User-1,Move to Meeting Room
1970-01-01 17:54:00,User-3,Move to Coffee Area
1970-01-01 18:00:00,User-1,Strong advice: Drink water now!
1970-01-01 18:00:00,User-2,Strong advice: Drink water now!
1970-01-01 18:00:00,User-2,Take water
1970-01-01 18:00:00,User-3,Strong advice: Drink water now!
1970-01-01 18:00:00,User-4,Strong advice: Drink water now!
1970-01-01 18:00:00,User-5,Strong advice: Drink water now!
1970-01-01 18:00:00,User-5,Take water
1970-01-01 18:04:00,User-5,Move to Coffee Area
1970-01-01 18:05:00,User-2,Move to Meeting Room
1970-01-01 18:18:00,User-3,Move to Coffee Area
1970-01-01 18:23:00,User-4,Move to Meeting Room
1970-01-01 18:27:00,User-2,Move to Workplace
1970-01-01 18:34:00,User-5,Move to Meeting Room
1970-01-01 18:34:00,User-3,Move to Meeting Room
1970-01-01 18:36:00,User-1,Move to Coffee Area
1970-01-01 18:38:00,User-4,Move to Meeting Room
1970-01-01 18:52:00,User-5,Move to Meeting Room
1970-01-01 18:57:00,User-3,Move to Workplace
1970-01-01 18:58:00,User-4,Move to Coffee Area
1970-01-01 18:59:00,User-2,Move to Meeting Room
